sentence_index|sentence|phrase ids|sentiment values
6659|Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .|110771.0|0.34722
7369|No way I can believe this load of junk .|147733.0|0.16667
9937|The Master of Disguise may have made a great Saturday Night Live sketch , but a great movie it is not .|187833.0|0.23611
4404|Filmmakers David Weissman and Bill Weber benefit enormously from the Cockettes ' camera craziness -- not only did they film performances , but they did the same at home .|65545.0|0.65278
798|... an agreeable time-wasting device -- but George Pal 's low-tech 1960 version still rules the epochs .|24134.0|0.40278
2402|An engrossing and infectiously enthusiastic documentary .|63876.0|0.86111
1418|There is a fabric of complex ideas here , and feelings that profoundly deepen them .|47323.0|0.68056
6321|Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .|225203.0|0.083333
10279|Rodriguez ... was unable to reproduce the special spark between the characters that made the first film such a delight .|187009.0|0.52778
273|Benefits from a strong performance from Zhao , but it 's Dong Jie 's face you remember at the end .|18726.0|0.68056
11585|Eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .|183647.0|0.30556
3510|This is SO De Palma .|226643.0|0.51389
1776|Allen 's underestimated charm delivers more goodies than lumps of coal .|44405.0|0.66667
5402|The movie worked for me right up to the final scene , and then it caved in .|110016.0|0.47222
6602|A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop .|103438.0|0.069444
11650|Feral and uncomfortable .|223358.0|0.29167
2223|Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a \*\* holes .|225966.0|0.45833
10171|Releasing a film with the word ` dog ' in its title in January lends itself to easy jokes and insults , and Snow Dogs deserves every single one of them .|186887.0|0.31944
11639|Sexy and romantic .|225745.0|0.80556
10553|Certain to be distasteful to children and adults alike , Eight Crazy Nights is a total misfire .|183039.0|0.055555999999999994
10441|The story 's pathetic and the gags are puerile . .|226487.0|0.055555999999999994
10702|We could have expected a little more human being , and a little less product .|189478.0|0.5
6453|For all its shoot-outs , fistfights , and car chases , this movie is a phlegmatic bore , so tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian .|223391.0|0.22221999999999997
6146|Anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning .|222409.0|0.27778
11461|... in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes .|181313.0|0.19444
8320|Almost everything else is wan .|222257.0|0.25
3399|As improbable as this premise may seem , Abbass 's understated , shining performance offers us the sense that on some elemental level , Lilia deeply wants to break free of her old life .|64096.0|0.80556
7447|Under 15 ?|150559.0|0.5
5763|Too slow for a younger crowd , too shallow for an older one .|110719.0|0.22221999999999997
5766|A punch line without a premise , a joke built entirely from musty memories of half-dimensional characters .|103815.0|0.51389
7161|Busy urban comedy is clearly not Zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .|144303.0|0.23611
387|If you love reading and\/or poetry , then by all means check it out .|223986.0|0.77778
5371|Those of you who do n't believe in Santa Claus probably also think that sequels can never capture the magic of the original .|226726.0|0.5
7459|I thought my own watch had stopped keeping time as I slogged my way through Clockstoppers .|146131.0|0.23611
1304|A delectable and intriguing thriller filled with surprises , Read My Lips is an original .|221979.0|0.8333299999999999
783|Hits one out of the park for the ` they do n't make 'em like that anymore ' department .|25558.0|0.54167
1438|Uses high comedy to evoke surprising poignance .|47517.0|0.86111
3897|It 's a feel-good movie about which you can actually feel good .|66476.0|0.8333299999999999
9681|Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .|186316.0|0.18056
4609|Raimi crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings .|108539.0|0.86111
1839|Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .|46793.0|0.86111
1963|With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .|47662.0|0.8333299999999999
6451|Much like its easily dismissive take on the upscale lifestyle , there is n't much there here .|107883.0|0.19444
8462|The only thing in Pauline and Paulette that you have n't seen before is a scene featuring a football field-sized Oriental rug crafted out of millions of vibrant flowers .|149666.0|0.375
3707|Although the film boils down to a lightweight story about matchmaking , the characters make Italian for Beginners worth the journey|63767.0|0.70833
7036|So earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .|148670.0|0.48611000000000004
828|A highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . .|222026.0|0.875
5482|As warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated .|104524.0|0.88889
7713|Better to just call it ABC Kiarostami .|222610.0|0.5
6000|Why , you may ask , why should you buy the movie milk when the TV cow is free ?|111143.0|0.29167
2039|Boomers and their kids will have a Barrie good time .|44754.0|0.79167
6385|Seagal ran out of movies years ago , and this is just the proof .|108832.0|0.083333
6759|Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .|145901.0|0.33333
6007|Klein , charming in comedies like American Pie and dead-on in Election , delivers one of the saddest action hero performances ever witnessed .|107335.0|0.29167
2209|Quitting delivers a sucker-punch , and its impact is all the greater beause director Zhang 's last film , the cuddly Shower , was a non-threatening multi-character piece centered around a public bath house .|46576.0|0.55556
6131|Consider it ` perfection . '|222999.0|1.0
3133|Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here .|67554.0|0.66667
4716|Happy Times maintains an appealing veneer without becoming too cute about it .|106138.0|0.73611
7651|For each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike Tara Reid , whose acting skills are comparable to a cardboard cutout .|145433.0|0.22221999999999997
11047|If I could have looked into my future and saw how bad this movie was , I would go back and choose to skip it .|223896.0|0.055555999999999994
10572|What 's the most positive thing that can be said about the new Rob Schneider vehicle ?|227035.0|0.48611000000000004
6625|If the movie were all comedy , it might work better .|223929.0|0.52778
3001|Discursive but oddly riveting documentary .|65120.0|0.63889
8273|Scotland , Pa. is a strangely drab romp .|225712.0|0.19444
2488|Most consumers of lo mein and General Tso 's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons .|67637.0|0.61111
8814|It 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it .|146627.0|0.29167
3589|Despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real Americans '' make this a charmer .|223122.0|0.80556
6436|Witless , pointless , tasteless and idiotic .|111229.0|0.25
5088|But mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived .|222786.0|0.8333299999999999
1999|Strange it is , but delightfully so .|46834.0|0.77778
4564|The cast is spot on and the mood is laid back .|226217.0|0.77778
3366|`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .|227597.0|0.88889
2765|Marvelously entertaining and deliriously joyous documentary .|67453.0|0.94444
7817|Complete lack of originality , cleverness or even visible effort|144573.0|0.20833000000000002
11211|Nearly all the fundamentals you take for granted in most films are mishandled here .|186283.0|0.375
8359|Oh , it 's extreme , all right .|225285.0|0.59722
3842|Like the best of Godard 's movies ... it is visually ravishing , penetrating , impenetrable .|67278.0|0.8472200000000001
2126|Despite Besson 's high-profile name being Wasabi 's big selling point , there is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone .|45048.0|0.72222
3767|As they used to say in the 1950s sci-fi movies , Signs is a tribute to Shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project .|64104.0|0.76389
186|Nair does capture the complexity of a big family and its trials and tribulations ...|14323.0|0.77778
2433|A mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in .|63187.0|0.88889
6803|A loud , low-budget and tired formula film that arrives cloaked in the euphemism ` urban drama . '|143183.0|0.16667
301|An endearingly offbeat romantic comedy with a great meet-cute gimmick .|18659.0|0.8472200000000001
5987|The mystery of Enigma is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture .|110027.0|0.27778
5785|Can you bear the laughter ?|104983.0|0.77778
11668|Featherweight romantic comedy has a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock .|223343.0|0.72222
4622|But arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .|222728.0|0.66667
7972|This overproduced and generally disappointing effort is n't likely to rouse the Rush Hour crowd .|150291.0|0.19444
4343|There 's nothing like love to give a movie a B-12 shot , and CQ shimmers with it .|70094.0|0.81944
8851|Nothing about it fits .|147807.0|0.20833000000000002
976|Occasionally amateurishly made but a winsome cast and nice dialogue keeps it going .|26257.0|0.55556
7495|It 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .|146451.0|0.11110999999999999
8126|There 's plenty of style in Guillermo Del Toro 's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n't sustain more than 90 minutes .|150063.0|0.34722
7418|There are simply too many ideas floating around -- part farce , part Sliding Doors , part pop video -- and yet failing to exploit them .|150094.0|0.20833000000000002
11455|Too bad none of it is funny .|189230.0|0.083333
1731|Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .|45888.0|1.0
10445|For free .|223395.0|0.54167
1768|Told just proficiently enough to trounce its overly comfortable trappings .|47438.0|0.69444
2501|Definitely worth 95 minutes of your time .|64981.0|0.88889
11449|This will go on so long as there are moviegoers anxious to see strange young guys doing strange guy things .|189101.0|0.41667
2427|The strong subject matter continues to shock throughout the film .|69970.0|0.55556
836|An amazing and incendiary movie that dives straight into the rough waters of contradiction .|24608.0|0.88889
10772|Starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and Bruce Willis with a scar .|187550.0|0.19444
10178|a huge disappointment coming , as it does , from filmmakers and performers of this calibre|190773.0|0.18056
7113|A bland animated sequel that hardly seems worth the effort .|143010.0|0.22221999999999997
7910|Shamelessly sappy and , worse , runs away from its own provocative theme .|148534.0|0.18056
4799|A searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise .|103855.0|0.66667
539|A sensitive and expertly acted crowd-pleaser that is n't above a little broad comedy and a few unabashedly sentimental tears .|24454.0|0.8333299999999999
1763|The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .|47237.0|0.77778
6903|And that is where Ararat went astray .|222374.0|0.26389
862|Enjoy it for what it is ; you can hate yourself later .|25228.0|0.55556
3982|Proves that some movie formulas do n't need messing with -- like the big-bug movie .|68281.0|0.47222
5606|Max pokes , provokes , takes expressionistic license and hits a nerve ... as far as art is concerned , it 's mission accomplished .|107653.0|0.70833
6899|Did the film inform and educate me ?|223132.0|0.5
3259|Beyond the cleverness , the weirdness and the pristine camerawork , One Hour Photo is a sobering meditation on why we take pictures .|222614.0|0.77778
9448|Devolves into the derivative , leaning on badly-rendered CGI effects .|183404.0|0.38889
11851|A real snooze .|222071.0|0.11110999999999999
5356|This is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny .|226672.0|0.76389
11779|A puzzling experience .|222070.0|0.48611000000000004
3357|It 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn .|224133.0|0.94444
6419|It never plays as dramatic even when dramatic things happen to people .|224383.0|0.22221999999999997
5758|Barry Sonnenfeld owes Frank the Pug big time|104638.0|0.44443999999999995
1169|While the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor .|27227.0|0.9027799999999999
16|Ultimately , it ponders the reasons we need stories so much .|14580.0|0.45833
10243|The script is too mainstream and the psychology too textbook to intrigue .|188648.0|0.29167
5658|` Tobey Maguire is a poster boy for the geek generation . '|111425.0|0.51389
10033|Nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .|186274.0|0.13889
11349|The drama discloses almost nothing .|188080.0|0.23611
7065|I highly recommend Irwin , but not in the way this film showcases him .|146078.0|0.58333
291|This is such a dazzlingly self-assured directorial debut that it 's hard to know what to praise first .|19365.0|0.79167
5657|Twohy 's a good yarn-spinner , and ultimately the story compels .|110800.0|0.73611
6760|A respectable but uninspired thriller that 's intelligent and considered in its details , but ultimately weak in its impact .|143300.0|0.40278
9381|This is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .|226645.0|0.26389
2375|While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .|227123.0|0.375
4606|Successfully blended satire , high camp and yet another sexual taboo into a really funny movie .|109242.0|0.69444
965|The film starts out as competent but unremarkable ... and gradually grows into something of considerable power .|26828.0|0.79167
1328|A tender , heartfelt family drama .|24494.0|0.79167
5451|A muddle splashed with bloody beauty as vivid as any Scorsese has ever given us .|103744.0|0.625
3997|The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .|69444.0|0.58333
8409|Sometimes smart but more often sophomoric .|148763.0|0.43056000000000005
5413|Made-Up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on America 's skin-deep notions of pulchritude .|107582.0|0.51389
1223|So refreshingly incisive is Grant that for the first time he 'll probably appeal more to guys than to their girlfriends who drag them to this movie for the Hugh factor .|26608.0|0.66667
4722|And , there 's no way you wo n't be talking about the film once you exit the theater .|222340.0|0.77778
423|A film of precious increments artfully camouflaged as everyday activities .|18578.0|0.70833
11098|An unsophisticated sci-fi drama that takes itself all too seriously .|182457.0|0.25
11345|Clumsy , obvious , preposterous , the movie will likely set the cause of woman warriors back decades .|183132.0|0.19444
11275|Does anyone much think the central story of Brendan Behan is that he was a bisexual sweetheart before he took to drink ?|183531.0|0.5
5396|The film occasionally tries the viewer 's patience with slow pacing and a main character who sometimes defies sympathy , but it ultimately satisfies with its moving story .|109831.0|0.66667
3010|A bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .|62799.0|0.68056
10047|For its 100 minutes running time , you 'll wait in vain for a movie to happen .|183986.0|0.16667
5934|It 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied .|224251.0|0.31944
6103|Woody Allen can write and deliver a one liner as well as anybody .|111238.0|0.80556
5368|Does a good job of establishing a time and place , and of telling a fascinating character 's story .|105497.0|0.73611
10031|Then Nadia 's birthday might not have been such a bad day after all .|226556.0|0.55556
3078|Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .|65376.0|0.72222
3846|Captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .|64626.0|0.76389
11290|Disgusting .|183477.0|0.19444
4705|`` Secretary '' is owned by its costars , Spader and Gyllenhaal .|227576.0|0.58333
6790|It would work much better as a one-hour TV documentary .|146778.0|0.40278
6866|The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .|149739.0|0.22221999999999997
9750|Too clumsy in key moments ... to make a big splash .|189235.0|0.33333
8752|The new faces are interesting , but the old story is n't , especially when it starts to seem more improvised than scripted .|149641.0|0.48611000000000004
776|The film is an enjoyable family film -- pretty much aimed at any youngster who loves horses .|26816.0|0.73611
11246|If they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands I kept looking for the last exit from Brooklyn .|184822.0|0.31944
10898|All Analyze That proves is that there is really only one movie 's worth of decent gags to be gleaned from the premise .|182229.0|0.44443999999999995
10474|The most surprising thing about this film is that they are actually releasing it into theaters .|188372.0|0.15278
6481|It 's just not very smart .|106886.0|0.375
7077|Brainless , but enjoyably over-the-top , the retro gang melodrama , Deuces Wild represents fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism .|144249.0|0.375
3740|Worth catching for Griffiths ' warm and winning central performance .|71069.0|0.76389
5752|Only in its final surprising shots does Rabbit-Proof Fence find the authority it 's looking for .|108218.0|0.59722
2313|You bet there is and it 's what makes this rather convoluted journey worth taking .|71123.0|0.58333
5572|Manages to delight without much of a story .|107613.0|0.70833
5531|One of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .|108159.0|0.77778
3462|It 's a great performance and a reminder of Dickens ' grandeur .|224124.0|0.80556
1703|Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .|225043.0|0.80556
6168|Let 's hope not .|224605.0|0.44443999999999995
10830|Not only does LeBlanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes .|186451.0|0.27778
1211|Beautifully observed , miraculously unsentimental comedy-drama .|24803.0|0.9722200000000001
373|A model of what films like this should be like .|18584.0|0.94444
4793|It 's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .|106974.0|0.54167
8154|A sour , nasty offering .|143365.0|0.027777999999999997
6887|A moving picture that does not move .|143248.0|0.20833000000000002
10656|Shows moments of promise but ultimately succumbs to cliches and pat storytelling .|187277.0|0.31944
4414|The structure is simple , but in its own way , Rabbit-Proof Fence is a quest story as grand as The Lord of the Rings .|69977.0|0.70833
1924|It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .|45778.0|0.66667
9519|A well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .|182102.0|0.31944
7222|I 'm not sure which half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening , but it 's stupid .|145961.0|0.083333
3494|But this is not a movie about an inhuman monster ; it 's about a very human one .|64562.0|0.48611000000000004
7232|The latest Adam Sandler assault and possibly the worst film of the year .|149519.0|0.041667
5607|Literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds .|107505.0|0.88889
4305|The sword fighting is well done and Auteuil is a goofy pleasure .|69991.0|0.75
11808|Predictably soulless techno-tripe .|225505.0|0.125
10244|Muddled , simplistic and more than a little pretentious .|186238.0|0.15278
10083|Sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours .|187478.0|0.27778
5248|Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .|104823.0|0.65278
3746|Maintains your interest until the end and even leaves you with a few lingering animated thoughts .|67362.0|0.77778
8169|Neither funny nor suspenseful nor particularly well-drawn .|147635.0|0.16667
10749|De Ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .|183302.0|0.45833
4095|Crammed with incident , and bristles with passion and energy .|64858.0|0.79167
3958|The cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .|69423.0|0.75
8550|While the film shuns the glamour or glitz that an American movie might demand , Scherfig tosses us a romantic scenario that is just as simplistic as a Hollywood production .|150930.0|0.48611000000000004
5967|One thing is for sure : This movie does not tell you a whole lot about Lily Chou-Chou .|108209.0|0.45833
4349|The overall result is an intelligent , realistic portrayal of testing boundaries .|69804.0|0.8333299999999999
7213|You end up simply admiring this bit or that , this performance or that .|151131.0|0.55556
1080|Fine acting but there is no sense of connecting the dots , just dots .|25311.0|0.34722
10111|Then again , in a better movie , you might not have noticed .|226557.0|0.11110999999999999
5055|The most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from Portugal .|109969.0|0.66667
2839|There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall .|226572.0|0.76389
10034|Enthusiastically taking up the current teen movie concern with bodily functions , Walt Becker 's film pushes all the demographically appropriate comic buttons .|183707.0|0.61111
8448|At the bottom rung of the series ' entries .|143952.0|0.34722
6962|This one is certainly well-meaning , but it 's also simple-minded and contrived .|150288.0|0.41667
10216|Cherish is a dud -- a romantic comedy that 's not the least bit romantic and only mildly funny .|183077.0|0.23611
9626|Fails to satisfactorily exploit its gender politics , genre thrills or inherent humor .|183842.0|0.25
4500|As the princess , Sorvino glides gracefully from male persona to female without missing a beat .|222476.0|0.79167
8231|For all its highfalutin title and corkscrew narrative , the movie turns out to be not much more than a shaggy human tale .|145416.0|0.27778
6138|Peralta 's mythmaking could have used some informed , adult hindsight .|108353.0|0.47222
2572|Enticing and often funny documentary .|65322.0|0.80556
2394|If you ever wanted to be an astronaut , this is the ultimate movie experience - it 's informative and breathtakingly spectacular .|66296.0|0.93056
3597|All leather pants & augmented boobs , Hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching Sarandon .|63704.0|0.63889
10853|Director Yu seems far more interested in gross-out humor than in showing us well-thought stunts or a car chase that we have n't seen 10,000 times .|223153.0|0.30556
5076|This harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .|110452.0|0.59722
11492|Queen of the Damned is too long with too little going on .|186830.0|0.22221999999999997
1273|A big , gorgeous , sprawling swashbuckler that delivers its diversions in grand , uncomplicated fashion .|24267.0|0.9027799999999999
6640|There 's a delightfully quirky movie to be made from curling , but Brooms is n't it .|110277.0|0.25
10773|... a fascinating curiosity piece -- fascinating , that is , for about ten minutes .|221777.0|0.30556
5737|PC stability notwithstanding , the film suffers from a simplistic narrative and a pat , fairy-tale conclusion .|108271.0|0.29167
7169|The film is old-fashioned , occasionally charming and as subtle as boldface .|149421.0|0.72222
4742|The ending feels at odds with the rest of the film .|109742.0|0.61111
852|Full Frontal is the antidote for Soderbergh fans who think he 's gone too commercial since his two Oscar nominated films in 2000|25373.0|0.80556
4935|It is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story .|107012.0|0.8333299999999999
8551|The humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny .|149460.0|0.23611
7415|Once the 50 year old Benigni appears as the title character , we find ourselves longing for the block of wood to come back .|147902.0|0.34722
7530|I 'd have to say the star and director are the big problems here .|145934.0|0.22221999999999997
9520|A family-friendly fantasy that ends up doing very little with its imaginative premise .|181653.0|0.48611000000000004
11645|It strikes hardest ... when it reminds you how pertinent its dynamics remain .|224392.0|0.75
251|The passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the Mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .|19318.0|0.88889
3023|Performances all around are tops , with the two leads delivering Oscar-caliber performances .|68174.0|0.77778
799|It 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds .|25723.0|0.81944
1456|is not easy .|232648.0|0.41667
6057|This film biggest problem ?|226638.0|0.33333
7254|Were Dylan Thomas alive to witness first-time director Ethan Hawke 's strained Chelsea Walls , he might have been tempted to change his landmark poem to , ` Do Not Go Gentle Into That Good Theatre . '|150782.0|0.30556
9255|A dopey movie clothed in excess layers of hipness .|181630.0|0.45833
6617|Has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that Seagal 's overweight and out of shape .|106177.0|0.22221999999999997
598|This is pretty dicey material .|26997.0|0.34722
9841|The Sweetest Thing leaves an awful sour taste .|187886.0|0.23611
2205|Much of this slick and sprightly CGI feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings .|46273.0|0.69444
7991|It 's also heavy-handed and devotes too much time to bigoted views .|146443.0|0.25
5823|A processed comedy chop suey .|103812.0|0.36111
6101|Innocuous enough to make even Jean-Claude Van Damme look good .|106739.0|0.55556
4590|The Lady and the Duke is a smart , romantic drama that dares to depict the French Revolution from the aristocrats ' perspective .|109438.0|0.73611
5391|But Toback 's deranged immediacy makes it seem fresh again .|222725.0|0.75
11497|Though there are many tense scenes in Trapped , they prove more distressing than suspenseful .|189147.0|0.30556
4106|Works because Reno does n't become smug or sanctimonious towards the audience .|71061.0|0.80556
3533|But once the falcon arrives in the skies above Manhattan , the adventure is on red alert .|222792.0|0.625
439|This examination of aquatic life off the shores of the Baja California peninsula of Mexico offers an engrossing way to demonstrate the virtues of the IMAX format .|19362.0|0.75
3088|A triumph of pure craft and passionate heart .|63530.0|0.9027799999999999
1918|Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .|45428.0|0.80556
10134|Feels like pieces a bunch of other , better movies slapped together .|183903.0|0.31944
8331|Rates an ` E ' for effort -- and a ` B ' for boring .|148246.0|0.36111
7273|Solaris is rigid and evasive in ways that Soderbergh 's best films , `` Erin Brockovich , '' `` Out of Sight '' and `` Ocean 's Eleven , '' never were .|225856.0|0.80556
10250|If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .|184818.0|0.18056
7869|Nervous breakdowns are not entertaining .|147643.0|0.23611
5824|As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .|104516.0|0.40278
6130|But fans of the show should not consider this a diss .|222740.0|0.5
5010|Precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family .|225502.0|0.72222
9913|If Festival in Cannes nails hard - boiled Hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing .|184782.0|0.33333
5575|That is because - damn it !|109384.0|0.51389
10029|Each scene drags , underscoring the obvious , and sentiment is slathered on top .|183596.0|0.20833000000000002
810|The film is just a big , gorgeous , mind-blowing , breath-taking mess .|26820.0|0.70833
1159|But taken as a stylish and energetic one-shot , The Queen of the Damned can not be said to suck .|24913.0|0.72222
3463|... less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror .|62594.0|0.22221999999999997
3116|What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .|70820.0|0.77778
9001|Big Fat Liar is just futile silliness looking to tap into the kiddie sensibilities .|144150.0|0.23611
11627|An exhilarating experience .|222302.0|0.9027799999999999
2378|There 's ... an underlying Old World sexism to Monday Morning that undercuts its charm .|70066.0|0.25
751|Reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .|26447.0|0.65278
6332|Some Body often looks like an episode of the TV show Blind Date , only less technically proficient and without the pop-up comments .|109047.0|0.22221999999999997
8778|A harmless and mildly amusing family comedy .|143144.0|0.66667
4840|Nothing too deep or substantial .|225218.0|0.34722
7439|It has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .|146697.0|0.30556
6809|What 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .|150802.0|0.29167
3875|If Reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show is n't subversive so much as it is nit-picky about the hypocrisies of our time .|66242.0|0.54167
7462|Yes , Ballistic is silly .|227244.0|0.45833
2983|Jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera 's drama and lyricism .|66862.0|0.69444
1774|A no-holds-barred cinematic treat .|44190.0|0.81944
10868|The holiday message of the 37-minute Santa vs. the Snowman leaves a lot to be desired .|226306.0|0.20833000000000002
8390|The acting by the over-25s lacks spark , with Csokas particularly unconnected .|149182.0|0.27778
10794|This is standard crime drama fare ... instantly forgettable and thoroughly dull .|189026.0|0.11110999999999999
577|The movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .|26859.0|0.81944
1289|It 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of Anna Chancellor that makes this `` Two Weddings and a Funeral '' fun .|224253.0|0.875
2359|The Komediant is a tale worth catching .|69309.0|0.75
10477|Enigma lacks it .|223240.0|0.29167
7171|Try this obscenely bad dark comedy , so crass that it makes Edward Burns ' Sidewalks of New York look like Oscar Wilde .|150525.0|0.27778
358|This is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak .|19366.0|0.69444
3710|It works well enough , since the thrills pop up frequently , and the dispatching of the cast is as often imaginative as it is gory .|66793.0|0.73611
