sentence_index|sentence|phrase ids|sentiment values
2029|The funny thing is , I did n't mind all this contrived nonsense a bit .|47103.0|0.58333
2032|An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .|44479.0|0.79167
2037|Well-acted , well-directed and , for all its moodiness , not too pretentious .|47578.0|0.80556
2050|This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .|47356.0|0.61111
2054|A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .|44309.0|0.80556
2056|What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .|47586.0|0.44443999999999995
2062|Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .|45121.0|1.0
2071|It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .|45698.0|0.625
2072|As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .|222462.0|0.75
2079|Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .|46524.0|0.76389
2083|The only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .|226391.0|0.38889
2086|The film is visually dazzling , the depicted events dramatic , funny and poignant .|47080.0|0.9722200000000001
2097|At the end , when the now computerized Yoda finally reveals his martial artistry , the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside .|44610.0|0.66667
2098|Wang Xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .|47551.0|0.61111
2103|Even if you do n't understand what on earth is going on , this is a movie that will stimulate hours of post viewing discussion , if only to be reminded of who did what to whom and why .|45179.0|0.76389
2107|Though a capable thriller , somewhere along the way K-19 jettisoned some crucial drama .|47416.0|0.33333
2115|And there 's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after Greene 's story ends .|222381.0|0.72222
2119|There 's plenty to enjoy -- in no small part thanks to Lau .|47309.0|0.75
2122|Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .|47418.0|0.94444
2128|A thoughtful movie , a movie that is concerned with souls and risk and schemes and the consequences of one 's actions .|44313.0|0.81944
2138|Though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .|47423.0|0.29167
2139|The entire cast is extraordinarily good .|47011.0|0.88889
2142|A captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller .|43989.0|0.72222
2145|Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .|224622.0|0.77778
2157|Charlotte Sometimes is a brilliant movie .|222915.0|0.98611
2167|Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .|224521.0|0.79167
2174|An obvious copy of one of the best films ever made , how could it not be ?|222313.0|0.30556
2178|Both flawed and delayed , Martin Scorcese 's Gangs of New York still emerges as his most vital work since GoodFellas .|44759.0|0.51389
2198|Eyre is on his way to becoming the American Indian Spike Lee .|45210.0|0.79167
2201|I loved this film .|45590.0|0.93056
2206|Rarely , a movie is more than a movie .|225571.0|0.75
2212|While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .|47616.0|0.88889
2215|An interesting look behind the scenes of Chicago-based rock group Wilco ...|44514.0|0.75
2239|Director Claude Chabrol has become the master of innuendo .|223148.0|0.73611
2246|The journey to the secret 's eventual discovery is a separate adventure , and thrill enough .|69659.0|0.73611
2248|Darkly funny and frequently insightful .|64932.0|0.80556
2250|If you want to see a train wreck that you ca n't look away from , then look no further , because here it is .|66318.0|0.43056000000000005
2252|The search for redemption makes for a touching love story , mainly because Blanchett and Ribisi compellingly tap into a spiritual aspect of their characters ' suffering .|69895.0|0.88889
2253|A film of ideas and wry comic mayhem .|63004.0|0.68056
2254|At its worst the screenplay is callow , but at its best it is a young artist 's thoughtful consideration of fatherhood .|64148.0|0.56944
2255|A worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .|63598.0|0.77778
2260|Norton holds the film together .|67871.0|0.48611000000000004
2262|You wo n't have any trouble getting kids to eat up these Veggies .|71155.0|0.66667
2265|A movie that sends you out of the theater feeling like you 've actually spent time living in another community .|63198.0|0.79167
2277|Adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .|63646.0|0.88889
2282|It 's an often-cute film but either needs more substance to fill the time or some judicious editing .|66534.0|0.5
2293|Sometimes shorter is better .|225904.0|0.5
2295|The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .|69578.0|0.8333299999999999
2307|The plot twists give I Am Trying to Break Your Heart an attraction it desperately needed .|69837.0|0.625
2316|Young Everlyn Sampi , as the courageous Molly Craig , simply radiates star-power potential in this remarkable and memorable film .|71165.0|0.8472200000000001
2317|Surprisingly powerful and universal .|69064.0|0.81944
2328|An ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .|63906.0|0.77778
2329|Arguably the best script that Besson has written in years .|64045.0|0.93056
2333|Pray has really done his subject justice .|68257.0|0.76389
2335|Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .|67365.0|0.72222
2342|But , like Silence , it 's a movie that gets under your skin .|222712.0|0.23611
2344|A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .|62890.0|0.68056
2345|Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .|225381.0|0.8333299999999999
2352|But even while his characters are acting horribly , he is always sympathetic .|222739.0|0.61111
2356|I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .|66126.0|0.81944
2361|The simplicity of The Way Home has few equals this side of Aesop|69911.0|0.5
2362|Life on the rez is no picnic : this picture shows you why .|67213.0|0.5
2363|Spielberg has managed to marry science fiction with film noir and action flicks with philosophical inquiry .|68947.0|0.76389
2364|It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .|66683.0|0.72222
2366|Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .|65443.0|0.88889
2370|Like a veteran head cutter , Barbershop is tuned in to its community .|67256.0|0.66667
2371|I 'm sure mainstream audiences will be baffled , but , for those with at least a minimal appreciation of Woolf and Clarissa Dalloway , The Hours represents two of those well spent .|66119.0|0.79167
2374|While there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .|70916.0|0.625
2377|The beautifully choreographed kitchen ballet is simple but absorbing .|69402.0|0.63889
2395|While Parker and co-writer Catherine di Napoli are faithful to Melville 's plotline , they and a fully engaged supporting cast ... have made the old boy 's characters more quick-witted than any English Lit major would have thought possible .|70876.0|0.81944
2396|A smart , sassy and exceptionally charming romantic comedy .|63395.0|0.875
2398|A gift to anyone who loves both dance and cinema|63075.0|0.72222
2412|The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .|69855.0|0.65278
2414|You just know something terrible is going to happen .|227296.0|0.51389
2415|But when it does , you 're entirely unprepared .|222838.0|0.51389
2435|In his U.S. debut , Mr. Schnitzler proves himself a deft pace master and stylist .|224018.0|0.86111
2438|Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film .|67949.0|0.8333299999999999
2439|A winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .|63581.0|0.80556
2440|Its cast full of caffeinated comedy performances more than make up for its logical loopholes , which fly by so fast there 's no time to think about them anyway .|66804.0|0.72222
2453|Pan Nalin 's exposition is beautiful and mysterious , and the interviews that follow , with the practitioners of this ancient Indian practice , are as subtle and as enigmatic .|68091.0|0.70833
2465|Could use a little more humanity , but it never lacks in eye-popping visuals .|64844.0|0.66667
2474|He does this so well you do n't have the slightest difficulty accepting him in the role .|223616.0|0.86111
2477|A vibrant whirlwind of love , family and all that goes with it , My Big Fat Greek Wedding is a non-stop funny feast of warmth , colour and cringe .|222115.0|0.9722200000000001
2478|Thought-provoking and stylish , if also somewhat hermetic .|70378.0|0.66667
2483|It 's a talking head documentary , but a great one .|66509.0|0.73611
2486|... a solid , well-formed satire .|62560.0|0.8333299999999999
2487|As part of Mr. Dong 's continuing exploration of homosexuality in America , Family Fundamentals is an earnest study in despair .|222464.0|0.63889
2489|Hatosy ... portrays young Brendan with his usual intelligence and subtlety , not to mention a convincing brogue .|65944.0|0.75
2491|Uneven , self-conscious but often hilarious spoof .|70548.0|0.625
2499|The cast comes through even when the movie does n't .|69424.0|0.56944
2502|The film jolts the laughs from the audience -- as if by cattle prod .|69576.0|0.75
2505|Whereas Oliver Stone 's conspiracy thriller JFK was long , intricate , star-studded and visually flashy , Interview with the Assassin draws its considerable power from simplicity .|70864.0|0.76389
2514|Chilling in its objective portrait of dreary , lost twenty-first century America .|64693.0|0.65278
2516|... there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages .|62609.0|0.77778
2517|It manages to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy .|66743.0|0.66667
2522|As I settled into my World War II memories , I found myself strangely moved by even the corniest and most hackneyed contrivances .|64067.0|0.76389
2523|The overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude .|69802.0|0.80556
2525|The Trinity Assembly approaches the endeavor with a shocking lack of irony , and George Ratliff 's documentary , Hell House , reflects their earnestness -- which makes for a terrifying film .|69370.0|0.43056000000000005
2526|Confessions may not be a straightforward bio , nor does it offer much in the way of Barris ' motivations , but the film is an oddly fascinating depiction of an architect of pop culture .|64794.0|0.61111
2532|Less front-loaded and more shapely than the two-hour version released here in 1990 .|67200.0|0.55556
2535|Some may choose to interpret the film 's end as hopeful or optimistic but I think Payne is after something darker .|68876.0|0.56944
2543|would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman . '|100933.0|0.75
2544|... with the gifted Pearce on hand to keep things on semi-stable ground dramatically , this retooled Machine is ultimately effective enough at achieving the modest , crowd-pleasing goals it sets for itself .|62614.0|0.81944
2547|Functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing .|65700.0|0.63889
2549|A mess , but it 's a sincere mess .|63175.0|0.52778
2550|This odd , distant Portuguese import more or less borrows from Bad Lieutenant and Les Vampires , and comes up with a kind of art-house gay porn film .|70290.0|0.38889
2559|A delightful entree in the tradition of food movies .|62932.0|0.8333299999999999
2574|A portrait of hell so shattering it 's impossible to shake .|63273.0|0.61111
2580|What a bewilderingly brilliant and entertaining movie this is .|70805.0|0.8333299999999999
2586|Though Frodo 's quest remains unfulfilled , a hardy group of determined New Zealanders has proved its creative mettle .|70344.0|0.54167
2587|It 's a square , sentimental drama that satisfies , as comfort food often can .|66507.0|0.77778
2590|I was impressed by how many tit-for-tat retaliatory responses the filmmakers allow before pulling the plug on the conspirators and averting an American-Russian Armageddon .|66212.0|0.625
2617|Yet in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second .|227252.0|0.77778
2618|If you 're part of her targeted audience , you 'll cheer .|223952.0|0.68056
2627|Between bursts of automatic gunfire , the story offers a trenchant critique of capitalism .|64341.0|0.65278
2643|For VeggieTales fans , this is more appetizing than a side dish of asparagus .|223385.0|0.8472200000000001
2644|If you 're not a fan , it might be like trying to eat Brussels sprouts .|223947.0|0.23611
2645|Remove Spider-Man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .|68393.0|0.66667
2652|The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one .|69696.0|0.51389
2655|The movie is brilliant , really .|69744.0|0.9027799999999999
2656|It is philosophy , illustrated through everyday events .|66736.0|0.625
2663|An enjoyable feel-good family comedy regardless of race .|63882.0|0.79167
2665|It would take a complete moron to foul up a screen adaptation of Oscar Wilde 's classic satire .|66794.0|0.13889
2666|It 's bright , pristine style and bold colors make it as much fun as reading an oversized picture book before bedtime .|66544.0|0.79167
2678|K-19 : The Widowmaker is a great yarn .|66975.0|0.76389
2680|Evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .|65415.0|0.29167
2682|Visually striking and viscerally repellent .|70643.0|0.76389
2690|An intriguing look at the French film industry during the German occupation ; its most delightful moments come when various characters express their quirky inner selves .|63930.0|0.79167
2699|A beguiling evocation of the quality that keeps Dickens evergreen : the exuberant openness with which he expresses our most basic emotions .|62786.0|0.79167
2700|The heat of the moment prevails .|226302.0|0.61111
2701|It cooks Conduct in a low , smoky and inviting sizzle .|66700.0|0.63889
2707|By turns touching , raucously amusing , uncomfortable , and , yes , even sexy , Never Again is a welcome and heartwarming addition to the romantic comedy genre .|64580.0|0.81944
2720|In fact , even better .|224014.0|0.76389
2723|This is a harrowing movie about how parents know where all the buttons are , and how to push them .|70212.0|0.58333
2726|Insanely hilarious !|66397.0|0.9583299999999999
2737|... `` Bowling for Columbine '' remains a disquieting and thought-provoking film ...|221775.0|0.77778
2740|Talk to Her is so darned assured , we have absolutely no idea who the main characters are until the film is well under way -- and yet it 's hard to stop watching .|69146.0|0.69444
2744|An average kid-empowerment fantasy with slightly above-average brains .|63837.0|0.76389
2745|Confessions is n't always coherent , but it 's sharply comic and surprisingly touching , so hold the gong .|64785.0|0.61111
2749|White Oleander may leave you rolling your eyes in the dark , but that does n't mean you wo n't like looking at it .|70932.0|0.61111
2752|It looks closely , insightfully at fragile , complex relationships .|66742.0|0.66667
2754|A fine effort , an interesting topic , some intriguing characters and a sad ending .|63023.0|0.68056
2755|Certainly the big finish was n't something Galinsky and Hawley could have planned for ... but part of being a good documentarian is being there when the rope snaps .|222901.0|0.75
2756|It must be the end of the world : the best film so far this year is a franchise sequel starring Wesley Snipes .|66769.0|0.66667
2761|Return to Never Land is reliable , standard Disney animated fare , with enough creative energy and wit to entertain all ages .|68408.0|0.8333299999999999
2766|A brisk , reverent , and subtly different sequel .|62817.0|0.8472200000000001
2767|A movie I loved on first sight and , even more important , love in remembrance .|63194.0|0.875
2768|Deserves a place of honor next to Nanook as a landmark in film history .|65018.0|0.77778
2774|This is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men .|70236.0|0.68056
2775|At its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .|64142.0|0.77778
2781|Fulford-Wierzbicki ... deftly captures the wise-beyond-her-years teen .|65696.0|0.63889
2786|A typically observant , carefully nuanced and intimate French coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .|63534.0|0.59722
2790|But I do .|222720.0|0.5
2808|I love the opening scenes of a wintry New York City in 1899 .|223835.0|0.69444
2812|Wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .|227160.0|0.80556
2818|Directors Brett Morgen and Nanette Burstein have put together a bold biographical fantasia .|65108.0|0.88889
2823|LaBute masterfully balances both Traditional or Modern stories together in a manner that one never overwhelms the other .|224552.0|0.88889
2834|Instead of simply handling conventional material in a conventional way , Secretary takes the most unexpected material and handles it in the most unexpected way .|224068.0|0.72222
2835|Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format ?|223016.0|0.88889
2838|Filmmaker Stacy Peralta has a flashy editing style that does n't always jell with Sean Penn 's monotone narration , but he respects the material without sentimentalizing it .|65535.0|0.72222
2842|A breezy blend of art , history , esoteric musings and philosophy .|62810.0|0.76389
2844|Tsai Ming-liang 's ghosts are painfully aware of their not-being .|70493.0|0.45833
2849|It 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it .|66488.0|0.8472200000000001
2854|A wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .|63589.0|0.70833
2856|Leave it to John Sayles to take on developers , the Chamber of Commerce , tourism , historical pageants , and commercialism all in the same movie ... without neglecting character development for even one minute .|67165.0|0.875
2867|It 's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics .|66477.0|0.77778
2885|Who knows , but it works under the direction of Kevin Reynolds .|227147.0|0.68056
2890|A penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .|63234.0|0.79167
2896|The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .|69550.0|0.8333299999999999
2902|this film is not a love letter for the slain rappers , it 's a taunt - a call for justice for two crimes from which many of us have not yet recovered .|97402.0|0.5
2905|... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint .|62584.0|0.66667
2918|Fierce , glaring and unforgettable .|65525.0|0.79167
2928|Enjoyably fast-moving , hard-hitting documentary .|65317.0|0.81944
2929|Rehearsals are frequently more fascinating than the results .|225590.0|0.625
2930|Last Dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that 's true .|224568.0|0.41667
2932|But ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .|222714.0|0.33333
2942|A lively and engaging examination of how similar obsessions can dominate a family .|63149.0|0.8472200000000001
2947|The movie is well crafted , and well executed .|226373.0|0.88889
2951|He nonetheless appreciates the art and reveals a music scene that transcends culture and race .|223625.0|0.81944
2952|The one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .|69790.0|0.81944
2965|Chances are you wo n't , either .|64661.0|0.54167
2980|The Scorpion King is more fun than Conan the Barbarian .|69354.0|0.68056
2981|If there 's one big point to Promises , it 's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .|66263.0|0.58333
2986|Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .|64176.0|0.81944
2990|Even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end ... you almost do n't notice the 129-minute running time .|65386.0|0.875
2997|Blithely anachronistic and slyly achronological .|64397.0|0.48611000000000004
3020|... a guiltless film for nice evening out .|62553.0|0.68056
3029|They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .|70162.0|0.70833
3034|And it is .|222365.0|0.61111
3037|Undoubtedly the scariest movie ever made about tattoos .|70543.0|0.625
3038|A movie that will wear you out and make you misty even when you do n't want to be .|63202.0|0.55556
3042|If this movie leaves you cool , it also leaves you intriguingly contemplative .|66265.0|0.55556
3044|A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .|63339.0|0.29167
3046|If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .|66246.0|0.88889
3055|It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .|66479.0|0.77778
3070|This movie is to be cherished .|226685.0|0.9166700000000001
3092|Got a David Lynch jones ?|223523.0|0.5
3095|Take Care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .|69121.0|0.31944
3100|An elegant and sly deadpan comedy .|63853.0|0.77778
3102|Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .|67115.0|0.66667
3107|But it 's hardly a necessary enterprise .|222763.0|0.30556
3110|In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .|66363.0|0.79167
3114|You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .|227293.0|0.8333299999999999
3115|It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .|66489.0|0.68056
3120|The production design , score and choreography are simply intoxicating .|69852.0|0.98611
3130|Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .|64366.0|0.69444
3135|About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .|63625.0|0.51389
3136|None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?|67870.0|0.68056
3137|The film is a fierce dance of destruction .|226268.0|0.625
3139|May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .|67483.0|0.66667
3140|... manages to fall closer in quality to Silence than to the abysmal Hannibal .|62595.0|0.59722
3142|Diane Lane works nothing short of a minor miracle in Unfaithful .|65051.0|0.80556
3143|Takashi Miike keeps pushing the envelope : Ichi the Killer|69116.0|0.72222
3156|It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .|224202.0|0.34722
3160|The low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .|69684.0|0.75
3163|Smart and fun , but far more witty than it is wise .|68843.0|0.65278
3165|And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .|222371.0|0.93056
3166|Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .|68042.0|0.72222
3177|The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .|69809.0|0.61111
3189|Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .|68563.0|0.79167
3195|Otto-Sallies has a real filmmaker 's eye .|68051.0|0.75
3204|This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .|70267.0|0.79167
3208|Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .|65088.0|0.94444
3218|With Spy Kids 2 : The Island of Lost Dreams , however , Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .|70980.0|0.8333299999999999
3220|Bouquet gives a performance that is masterly .|64439.0|0.88889
3224|This filmed Tosca -- not the first , by the way -- is a pretty good job , if it 's filmed Tosca that you want .|70199.0|0.65278
3229|It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .|66482.0|0.98611
3230|It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .|66699.0|0.79167
3236|... the implication is Kissinger may have decided that -- when it comes to truncheoning -- it 's better to give than to receive .|221843.0|0.55556
3237|` What 's the Russian word for Wow !? '|227385.0|0.77778
3244|A well-done film of a self-reflexive , philosophical nature .|63555.0|0.81944
3245|Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .|69189.0|0.8472200000000001
3256|Roman Polanski 's autobiographical gesture at redemption is better than ` Shindler 's List ' - it is more than merely a Holocaust movie .|68496.0|0.73611
3267|Funny and also heartwarming without stooping to gooeyness .|65707.0|0.73611
3270|With amazing finesse , the film shadows Heidi 's trip back to Vietnam and the city where her mother , Mai Thi Kim , still lives .|70990.0|0.73611
3302|Real Women Have Curves does n't offer any easy answers .|68361.0|0.48611000000000004
3304|One of the funniest motion pictures of the year , but ... also one of the most curiously depressing .|68010.0|0.76389
3314|Maelstrom is a deliberately unsteady mixture of stylistic elements .|67348.0|0.51389
3318|Assured , glossy and shot through with brittle desperation .|64124.0|0.65278
3333|Terrific casting and solid execution give all three stories life .|69171.0|0.73611
3334|A hard look at one man 's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of Claude Chabrol .|63101.0|0.70833
3338|The plot of the comeback curlers is n't very interesting actually , but what I like about Men With Brooms and what is kind of special is how the film knows what 's unique and quirky about Canadians .|69835.0|0.66667
3348|As a director , Paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .|64074.0|0.88889
3349|The film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill .|69565.0|0.70833
3350|Daughter From Danang sticks with its subjects a little longer and tells a deeper story|64935.0|0.66667
3353|A distinguished and thoughtful film , marked by acute writing and a host of splendid performances .|62954.0|0.8333299999999999
3355|Takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms .|69144.0|0.77778
3356|I do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold .|66139.0|0.72222
3362|Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman .|68298.0|0.72222
3372|In a summer of clones , Harvard Man is something rare and riveting : a wild ride that relies on more than special effects .|66347.0|0.81944
3373|While the humor is recognizably Plympton , he has actually bothered to construct a real story this time .|70906.0|0.72222
3388|I loved the look of this film .|66189.0|0.73611
3391|13 Conversations may be a bit too enigmatic and overly ambitious to be fully successful , but Sprecher and her screenwriting partner and sister , Karen Sprecher , do n't seem ever to run out of ideas .|62645.0|0.40278
3408|On its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny .|67982.0|0.66667
3409|It 's never dull and always looks good .|66589.0|0.8333299999999999
3412|With wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters ' striving solipsism .|71016.0|0.5
3417|One of the best inside-show-biz yarns ever .|67998.0|0.875
3421|Solondz is so intent on hammering home his message that he forgets to make it entertaining .|68872.0|0.31944
3426|A thoroughly engaging , surprisingly touching British comedy .|63490.0|0.8333299999999999
3428|... a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .|221782.0|0.9166700000000001
3437|A family film that contains some hefty thematic material on time , death , eternity , and what is needed to live a rich and full life .|62964.0|0.77778
3446|It 's all entertaining enough , but do n't look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper .|66520.0|0.54167
3447|Nicholson 's understated performance is wonderful .|225128.0|0.88889
3448|As Warren he stumbles in search of all the emotions and life experiences he 's neglected over the years .|222430.0|0.48611000000000004
3453|A sharp satire of desperation and cinematic deception .|63361.0|0.75
3456|An unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see .|63969.0|0.73611
3466|An original little film about one young woman 's education .|63940.0|0.59722
3472|Amy and Matthew have a bit of a phony relationship , but the film works in spite of it .|63821.0|0.66667
3474|It 's surprisingly decent , particularly for a tenth installment in a series .|66670.0|0.65278
3481|Steers refreshingly clear of the usual cliches .|69000.0|0.76389
3484|The movie 's thesis -- elegant technology for the masses -- is surprisingly refreshing .|69728.0|0.77778
3487|Combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that 's not merely about kicking undead \*\*\* , but also about dealing with regret and , ultimately , finding redemption .|222983.0|0.86111
3488|While most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .|70890.0|0.79167
3491|Though Lan Yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude .|70348.0|0.70833
3493|Take any 12-year-old boy to see this picture , and he 'll be your slave for a year .|69127.0|0.73611
3497|What makes it worth watching is Quaid 's performance .|70824.0|0.72222
3507|Humorous and heartfelt , Douglas McGrath 's version of ` Nicholas Nickleby ' left me feeling refreshed and hopeful .|223717.0|0.81944
3518|It 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on .|66606.0|0.70833
3523|Feardotcom 's thrills are all cheap , but they mostly work .|65500.0|0.45833
3529|` Moore is like a progressive bull in a china shop , a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism . '|71201.0|0.34722
3534|There is greatness here .|70139.0|0.8472200000000001
3536|Director Juan Jose Campanella could have turned this into an Argentine retread of `` Iris '' or `` American Beauty , '' but instead pulls a little from each film and creates something more beautiful than either of those films .|223149.0|0.93056
3548|The movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis .|69758.0|0.77778
3551|The charm of Revolution OS is rather the way it introduces you to new , fervently held ideas and fanciful thinkers .|69433.0|0.70833
3557|Craig Bartlett and director Tuck Tucker should be commended for illustrating the merits of fighting hard for something that really matters .|64852.0|0.73611
3558|The film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .|69574.0|0.61111
3560|A fleet-footed and pleasingly upbeat family diversion .|63044.0|0.76389
3576|Qutting may be a flawed film , but it is nothing if not sincere .|68318.0|0.51389
